company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
PFD NDT LTD,PFD NDT LTD,16646219,Private Limited Company,United Kingdom,12/08/2025,http://business.data.gov.uk/id/company/16646219,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,17 PENWORTH CLOSE,,LAUNCESTON,,ENGLAND,PL15 9TG,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PFD NDT LTD,active,ltd,33160,PL15 9TG,Launceston,,England,2025-08-12,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5558862073336825,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PGE - TECH LTD,PGE - TECH LTD,17022709,Private Limited Company,United Kingdom,10/02/2026,http://business.data.gov.uk/id/company/17022709,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,18 OAKLANDS,,BROUGH,,UNITED KINGDOM,HU15 2XA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PGE - TECH LTD,active,ltd,33160,HU15 2XA,Brough,,United Kingdom,2026-02-10,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5306832683234519,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PH AVIATION SERVICES LTD,PH AVIATION SERVICES LTD,16820596,Private Limited Company,United Kingdom,30/10/2025,http://business.data.gov.uk/id/company/16820596,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PH AVIATION SERVICES LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,England,2025-10-30,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.7267456911619036,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PH-LAECON LTD,PH-LAECON LTD,16084298,Private Limited Company,United Kingdom,17/11/2024,http://business.data.gov.uk/id/company/16084298,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,FLAT 711 EQUIPOINT 1506 COVENTRY ROAD,YARDLEY,BIRMINGHAM,,ENGLAND,B25 8FG,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PH-LAECON LTD,active,ltd,33160,B25 8FG,Birmingham,,England,2024-11-17,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.537929847478616,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PHILCOPTERS LTD,PHILCOPTERS LTD,16652803,Private Limited Company,United Kingdom,15/08/2025,http://business.data.gov.uk/id/company/16652803,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,UNITED KINGDOM,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PHILCOPTERS LTD,active,ltd,33160,CB25 9PB,Cambridge,Cambridgeshire,United Kingdom,2025-08-15,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5450089026709091,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PHOENIX AERO LTD,PHOENIX AERO LTD,15151081,Private Limited Company,United Kingdom,20/09/2023,http://business.data.gov.uk/id/company/15151081,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,TINPIT TRENOWETH,MABE,PENRYN,CORNWALL,UNITED KINGDOM,TR10 9JH,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PHOENIX AERO LTD,active,ltd,30300,TR10 9JH,Penryn,Cornwall,United Kingdom,2023-09-20,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8873651265989647,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PHOTON AEROSPACE LIMITED,PHOTON AEROSPACE LIMITED,16757718,Private Limited Company,United Kingdom,02/10/2025,http://business.data.gov.uk/id/company/16757718,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,"30300 - Manufacture of air and spacecraft and related machinery | 74909 - Other professional, scientific and technical activities n.e.c. | nan | nan",30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,38 COLLETON DRIVE,TWYFORD,READING,,ENGLAND,RG10 0AX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PHOTON AEROSPACE LIMITED,active,ltd,"30300, 74909",RG10 0AX,Reading,,England,2025-10-02,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.9282230516582356,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PIASESKI COMPANY LTD,PIASESKI COMPANY LTD,16057310,Private Limited Company,United Kingdom,04/11/2024,http://business.data.gov.uk/id/company/16057310,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,UNITED KINGDOM,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PIASESKI COMPANY LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,United Kingdom,2024-11-04,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8183562986911048,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PICKARD AERO LTD,PICKARD AERO LTD,16833229,Private Limited Company,United Kingdom,05/11/2025,http://business.data.gov.uk/id/company/16833229,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,85 DURHAM ROAD,BLACON,CHESTER,,UNITED KINGDOM,CH1 5BT,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PICKARD AERO LTD,active,ltd,33160,CH1 5BT,Chester,,United Kingdom,2025-11-05,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6209111476853242,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PICKFORD AVIATION LIMITED,PICKFORD AVIATION LIMITED,10734770,Private Limited Company,United Kingdom,21/04/2017,http://business.data.gov.uk/id/company/10734770,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,57 COURTLAND DRIVE,QUEENSFERRY,DEESIDE,FLINTSHIRE,UNITED KINGDOM,CH5 1UJ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PICKFORD AVIATION LIMITED,active,ltd,33160,CH5 1UJ,Deeside,Flintshire,United Kingdom,2017-04-21,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5999805889267896,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PIDELI LTD,PIDELI LTD,15848572,Private Limited Company,United Kingdom,19/07/2024,http://business.data.gov.uk/id/company/15848572,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PIDELI LTD,active,ltd,33160,CB25 9PB,Cambridge,Cambridgeshire,England,2024-07-19,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5769898044974465,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PINPIN AEROSERVICES LTD,PINPIN AEROSERVICES LTD,15917134,Private Limited Company,United Kingdom,27/08/2024,http://business.data.gov.uk/id/company/15917134,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PINPIN AEROSERVICES LTD,active,ltd,33160,CB25 9PB,Cambridge,Cambridgeshire,England,2024-08-27,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5465761183934008,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PITER COMPOSITES LTD,PITER COMPOSITES LTD,16907962,Private Limited Company,United Kingdom,12/12/2025,http://business.data.gov.uk/id/company/16907962,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,29320 - Manufacture of other parts and accessories for motor vehicles | 33150 - Repair and maintenance of ships and boats | 33160 - Repair and maintenance of aircraft and spacecraft | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,"167-169 GREAT PORTLAND STREET, 5TH FLOOR",,LONDON,,ENGLAND,W1W 5PF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PITER COMPOSITES LTD,active,ltd,"29320, 33150, 33160",W1W 5PF,London,,England,2025-12-12,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5381800250049183,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PJB FITTING LTD,PJB FITTING LTD,12187891,Private Limited Company,United Kingdom,04/09/2019,http://business.data.gov.uk/id/company/12187891,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,79 LEA GATE,,BOLTON,,ENGLAND,BL2 3ET,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PJB FITTING LTD,active,ltd,33160,BL2 3ET,Bolton,,England,2019-09-04,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5431880383902631,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PJK AVIATION LTD,PJK AVIATION LTD,NI639463,Private Limited Company,United Kingdom,01/07/2016,http://business.data.gov.uk/id/company/NI639463,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,2 MARKET PLACE CARRICKFERGUS,CO.ANTRIM,CARRICKFERGUS,ANTRIM,NORTHERN IRELAND,BT38 7AW,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PJK AVIATION LTD,active,ltd,33160,BT38 7AW,Carrickfergus,Antrim,Northern Ireland,2016-07-01,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5224417377863135,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PK AVI LTD,PK AVI LTD,SC732425,Private Limited Company,United Kingdom,13/05/2022,http://business.data.gov.uk/id/company/SC732425,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,84 ST. MARGARET AVENUE,,DALRY,,SCOTLAND,KA24 4BG,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PK AVI LTD,active,ltd,33160,KA24 4BG,Dalry,,Scotland,2022-05-13,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6095265681105877,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PKV WERKS LTD,PKV WERKS LTD,14033944,Private Limited Company,United Kingdom,07/04/2022,http://business.data.gov.uk/id/company/14033944,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PKV WERKS LTD,active,ltd,33160,CB3 9EZ,Cambridge,Cambridgeshire,England,2022-04-07,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5462198393383966,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PLANEWEIGHS LIMITED,PLANEWEIGHS LIMITED,01301791,Private Limited Company,United Kingdom,09/03/1977,http://business.data.gov.uk/id/company/01301791,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,UNIT 14 OXWICH COURT,FENDROD BUSINESS PARK VALLEY WAY,SWANSEA,WEST GLAMORGAN,,SA6 8RA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PLANEWEIGHS LIMITED,active,ltd,33160,SA6 8RA,Swansea,West Glamorgan,,1977-03-09,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5950638378346944,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
"PLATFORM AEROSPACE UK, LIMITED","PLATFORM AEROSPACE UK, LIMITED",16317958,Private Limited Company,United Kingdom,14/03/2025,http://business.data.gov.uk/id/company/16317958,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,THIRD FLOOR,20 OLD BAILEY,LONDON,,UNITED KINGDOM,EC4M 7AN,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,"PLATFORM AEROSPACE UK, LIMITED",active,ltd,30300,EC4M 7AN,London,,United Kingdom,2025-03-14,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.9625977522645394,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PLATTS AVIATION LTD,PLATTS AVIATION LTD,11261970,Private Limited Company,United Kingdom,19/03/2018,http://business.data.gov.uk/id/company/11261970,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,7 DEBDALE,ORTON WATERVILLE,PETERBOROUGH,,ENGLAND,PE2 5HS,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PLATTS AVIATION LTD,active,ltd,33160,PE2 5HS,Peterborough,,England,2018-03-19,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5136863768608806,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PM AEROTECHNICS LTD,PM AEROTECHNICS LTD,SC811390,Private Limited Company,United Kingdom,22/05/2024,http://business.data.gov.uk/id/company/SC811390,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,2 ST. ANDREWS AVENUE,,PRESTWICK,,SCOTLAND,KA9 2DY,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PM AEROTECHNICS LTD,active,ltd,33160,KA9 2DY,Prestwick,,Scotland,2024-05-22,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6706586449689875,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PMG AVIATION LTD,PMG AVIATION LTD,16831156,Private Limited Company,United Kingdom,04/11/2025,http://business.data.gov.uk/id/company/16831156,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,HIND HOUSE,GOXHILL LANE,HULL,,UNITED KINGDOM,HU11 5RW,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PMG AVIATION LTD,active,ltd,33160,HU11 5RW,Hull,,United Kingdom,2025-11-04,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5072529360961877,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
POLAK AVIATION LTD,POLAK AVIATION LTD,15268830,Private Limited Company,United Kingdom,08/11/2023,http://business.data.gov.uk/id/company/15268830,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,POLAK AVIATION LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,England,2023-11-08,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8209841704437641,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
POSICELONI LTD,POSICELONI LTD,15495010,Private Limited Company,United Kingdom,16/02/2024,http://business.data.gov.uk/id/company/15495010,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,POSICELONI LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,England,2024-02-16,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8754748562475921,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
